season,team,first_name,last_name,position_code,position_type,sweater_number,height,weight,birth_date,birth_city,birth_country,birth_state_province,games_played,goals,assists,points,plusminus,penalty_minutes,age,birth_month
2008,CGY,Eric,Nystrom,L,forwards,23,73,200,1983-02-14,Syosset,USA,New York,44,3,7,10,-5,48,25,2
2008,CGY,Wayne,Primeau,C,forwards,19,76,225,1976-06-04,Scarborough,CAN,Ontario,43,3,7,10,-3,26,32,6
2008,CGY,Andre,Roy,R,forwards,27,76,229,1975-02-08,Port Chester,USA,New York,63,4,3,7,-1,108,33,2
2008,CGY,Adrian,Aucoin,D,defensemen,33,74,215,1973-07-03,Ottawa,CAN,Ontario,76,10,25,35,13,37,35,7
2008,CGY,Anders,Eriksson,D,defensemen,8,75,224,1975-01-09,Bollnas,SWE,NA,61,1,17,18,-5,36,33,1
2008,CGY,Jordan,Leopold,D,defensemen,40,73,206,1980-08-03,Golden Valley,USA,Minnesota,43,5,8,13,5,20,28,8
2008,CGY,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,82,17,43,60,12,182,23,4
2008,CGY,Robyn,Regehr,D,defensemen,28,75,222,1980-04-19,Recife,BRA,NA,82,5,15,20,11,79,28,4
2008,CGY,Cory,Sarich,D,defensemen,6,76,207,1978-08-16,Saskatoon,CAN,Saskatchewan,80,2,5,7,2,135,30,8
2008,CGY,Jim,Vandermeer,D,defensemen,4,73,210,1980-02-21,Caroline,CAN,Alberta,75,3,14,17,6,110,28,2
2009,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,1,0,0,0,0,0,20,3
2009,CGY,Rene,Bourque,L,forwards,17,74,217,1981-12-10,Lac La Biche,CAN,Alberta,58,21,19,40,18,70,28,12
2009,CGY,Rene,Bourque,L,forwards,17,74,217,1981-12-10,Lac La Biche,CAN,Alberta,44,7,10,17,-4,38,28,12
2009,CGY,Dustin,Boyd,C,forwards,16,72,187,1986-07-16,Winnipeg,CAN,Manitoba,71,11,11,22,-11,10,23,7
2009,CGY,Dustin,Boyd,C,forwards,16,72,187,1986-07-16,Winnipeg,CAN,Manitoba,13,2,2,4,5,4,23,7
2009,CGY,Craig,Conroy,C,forwards,24,74,193,1971-09-04,Potsdam,USA,New York,82,12,36,48,20,28,38,9
2009,CGY,Craig,Conroy,C,forwards,24,74,193,1971-09-04,Potsdam,USA,New York,80,13,24,37,-3,56,38,9
2009,CGY,Nigel,Dawes,L,forwards,15,69,200,1985-02-09,Winnipeg,CAN,Manitoba,64,10,11,21,-6,15,24,2
2009,CGY,Nigel,Dawes,L,forwards,15,69,200,1985-02-09,Winnipeg,CAN,Manitoba,8,1,0,1,-4,0,24,2
2009,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,74,13,27,40,14,42,27,12
2009,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,9,1,0,1,-5,2,27,12
2009,CGY,Niklas,Hagman,L,forwards,10,70,205,1979-12-05,Espoo,FIN,NA,65,22,20,42,-5,4,30,12
2009,CGY,Niklas,Hagman,L,forwards,10,70,205,1979-12-05,Espoo,FIN,NA,82,17,12,29,3,34,30,12
2009,CGY,Chris,Higgins,L,forwards,21,72,205,1983-06-02,Smithtown,USA,New York,57,12,11,23,-1,22,26,6
2009,CGY,Chris,Higgins,L,forwards,21,72,205,1983-06-02,Smithtown,USA,New York,61,22,16,38,-11,26,26,6
2009,CGY,Jarome,Iginla,R,forwards,12,73,210,1977-07-01,Edmonton,CAN,Alberta,82,35,54,89,-2,37,32,7
2009,CGY,Jarome,Iginla,R,forwards,12,73,210,1977-07-01,Edmonton,CAN,Alberta,70,39,55,94,12,40,32,7
2009,CGY,Jason,Jaffray,R,forwards,38,73,195,1981-06-30,Olds,CAN,Alberta,14,2,2,4,-2,14,28,6
2009,CGY,Olli,Jokinen,C,forwards,13,74,210,1978-12-05,Kuopio,FIN,NA,76,29,28,57,-12,67,31,12
2009,CGY,Olli,Jokinen,C,forwards,13,74,210,1978-12-05,Kuopio,FIN,NA,82,39,52,91,18,78,31,12
2009,CGY,Ales,Kotalik,R,forwards,26,73,225,1978-12-23,Jindrichuv Hradec,CZE,NA,75,20,23,43,-5,34,31,12
2009,CGY,Ales,Kotalik,R,forwards,26,73,225,1978-12-23,Jindrichuv Hradec,CZE,NA,66,16,22,38,-5,46,31,12
2009,CGY,Daymond,Langkow,C,forwards,22,70,181,1976-09-27,Edmonton,CAN,Alberta,73,21,28,49,1,20,33,9
2009,CGY,Daymond,Langkow,C,forwards,22,70,181,1976-09-27,Edmonton,CAN,Alberta,81,33,44,77,23,44,33,9
2009,CGY,Jamie,Lundmark,C,forwards,45,72,197,1981-01-16,Edmonton,CAN,Alberta,27,8,8,16,2,17,28,1
2009,CGY,Jamie,Lundmark,C,forwards,45,72,197,1981-01-16,Edmonton,CAN,Alberta,68,7,6,13,-12,56,28,1
2009,CGY,Jamal,Mayers,R,forwards,19,73,222,1974-10-24,Toronto,CAN,Ontario,71,7,9,16,-7,82,35,10
2009,CGY,Jamal,Mayers,R,forwards,19,73,222,1974-10-24,Toronto,CAN,Ontario,80,8,14,22,-19,89,35,10
2009,CGY,Brian,McGrattan,R,forwards,16,76,235,1981-09-02,Hamilton,CAN,Ontario,5,0,0,0,-2,22,28,9
2009,CGY,Brian,McGrattan,R,forwards,16,76,235,1981-09-02,Hamilton,CAN,Ontario,45,0,2,2,-1,100,28,9
2009,CGY,Eric,Nystrom,L,forwards,23,73,200,1983-02-14,Syosset,USA,New York,76,5,5,10,-7,89,26,2
2009,CGY,Brandon,Prust,C,forwards,33,72,195,1984-03-16,London,CAN,Ontario,36,1,2,3,-8,108,25,3
2009,CGY,Brandon,Prust,C,forwards,33,72,195,1984-03-16,London,CAN,Ontario,10,0,0,0,1,25,25,3
2009,CGY,Fredrik,Sjostrom,R,forwards,11,73,218,1983-05-06,Färgelanda,SWE,NA,79,7,6,13,-11,30,26,5
2009,CGY,Fredrik,Sjostrom,R,forwards,11,73,218,1983-05-06,Färgelanda,SWE,NA,78,9,9,18,-11,48,26,5
2009,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,76,15,40,55,-4,54,26,12
2009,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,82,10,29,39,3,44,26,12
2009,CGY,Brett,Sutter,C,forwards,42,72,200,1987-06-02,Viking,CAN,Alberta,4,1,0,1,-2,2,22,6
2009,CGY,Jay,Bouwmeester,D,defensemen,4,76,206,1983-09-27,Edmonton,CAN,Alberta,82,15,27,42,-2,68,26,9
2009,CGY,Jay,Bouwmeester,D,defensemen,4,76,206,1983-09-27,Edmonton,CAN,Alberta,82,12,30,42,23,66,26,9
2009,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,58,2,17,19,2,59,26,10
2009,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,48,7,8,15,7,36,26,10
2009,CGY,Aaron,Johnson,D,defensemen,44,73,204,1983-04-30,Port Hawkesbury,CAN,Nova Scotia,38,3,5,8,19,33,26,4
2009,CGY,Aaron,Johnson,D,defensemen,44,73,204,1983-04-30,Port Hawkesbury,CAN,Nova Scotia,61,3,7,10,-9,38,26,4
2009,CGY,Staffan,Kronwall,D,defensemen,8,75,209,1982-09-10,Järfälla,SWE,NA,3,0,0,0,-1,0,27,9
2009,CGY,Adam,Pardy,D,defensemen,7,76,227,1984-03-29,Bonavista,CAN,Newfoundland and Labrador,60,1,9,10,3,69,25,3
2009,CGY,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,80,11,36,47,-11,100,24,4
2009,CGY,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,79,17,33,50,10,98,24,4
2009,CGY,Robyn,Regehr,D,defensemen,28,75,222,1980-04-19,Recife,BRA,NA,75,0,8,8,10,73,29,4
2009,CGY,Robyn,Regehr,D,defensemen,28,75,222,1980-04-19,Recife,BRA,NA,78,2,19,21,27,75,29,4
2009,CGY,Cory,Sarich,D,defensemen,6,76,207,1978-08-16,Saskatoon,CAN,Saskatchewan,76,2,18,20,12,112,31,8
2009,CGY,Cory,Sarich,D,defensemen,6,76,207,1978-08-16,Saskatoon,CAN,Saskatchewan,82,0,15,15,-6,70,31,8
2009,CGY,Steve,Staios,D,defensemen,27,73,200,1973-07-28,Hamilton,CAN,Ontario,80,2,12,14,-5,92,36,7
2009,CGY,Steve,Staios,D,defensemen,27,73,200,1973-07-28,Hamilton,CAN,Ontario,58,2,15,17,-5,97,36,7
2009,CGY,Ian,White,D,defensemen,3,70,191,1984-06-04,Steinbach,CAN,Manitoba,71,10,16,26,6,57,25,6
2009,CGY,Ian,White,D,defensemen,3,70,191,1984-06-04,Steinbach,CAN,Manitoba,76,3,23,26,8,40,25,6
2010,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,23,1,9,10,5,6,21,3
2010,CGY,Rene,Bourque,L,forwards,17,74,217,1981-12-10,Lac La Biche,CAN,Alberta,73,27,31,58,7,88,29,12
2010,CGY,Craig,Conroy,C,forwards,24,74,193,1971-09-04,Potsdam,USA,New York,63,3,12,15,-6,25,39,9
2010,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,67,15,18,33,11,58,28,12
2010,CGY,Niklas,Hagman,L,forwards,10,70,205,1979-12-05,Espoo,FIN,NA,82,25,19,44,-4,25,31,12
2010,CGY,Jarome,Iginla,R,forwards,12,73,210,1977-07-01,Edmonton,CAN,Alberta,82,32,37,69,-2,58,33,7
2010,CGY,Raitis,Ivanans,L,forwards,41,76,231,1979-01-03,Riga,LVA,NA,61,0,0,0,-8,136,31,1
2010,CGY,Tim,Jackman,R,forwards,15,74,225,1981-11-14,Minot,USA,North Dakota,54,4,5,9,-4,98,29,11
2010,CGY,Olli,Jokinen,C,forwards,13,74,210,1978-12-05,Kuopio,FIN,NA,82,15,35,50,3,75,32,12
2010,CGY,Tom,Kostopoulos,R,forwards,16,72,197,1979-01-24,Mississauga,CAN,Ontario,82,8,13,21,4,106,31,1
2010,CGY,Ales,Kotalik,R,forwards,26,73,225,1978-12-23,Jindrichuv Hradec,CZE,NA,71,11,16,27,-17,67,32,12
2010,CGY,Daymond,Langkow,C,forwards,22,70,181,1976-09-27,Edmonton,CAN,Alberta,72,14,23,37,2,30,34,9
2010,CGY,Brendan,Morrison,C,forwards,8,71,176,1975-08-15,Pitt Meadows,CAN,British Columbia,74,12,30,42,23,40,35,8
2010,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,82,19,38,57,-6,32,27,12
2010,CGY,Brett,Sutter,C,forwards,42,72,200,1987-06-02,Viking,CAN,Alberta,10,0,0,0,-1,5,23,6
2010,CGY,Alex,Tanguay,L,forwards,40,73,194,1979-11-21,Ste-Justine,CAN,Quebec,80,10,27,37,-2,32,31,11
2010,CGY,Jay,Bouwmeester,D,defensemen,4,76,206,1983-09-27,Edmonton,CAN,Alberta,82,3,26,29,-4,48,27,9
2010,CGY,Brett,Carson,D,defensemen,3,76,210,1985-11-29,Regina,CAN,Saskatchewan,54,2,10,12,5,12,25,11
2010,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,82,11,19,30,17,81,27,10
2010,CGY,Brendan,Mikkelson,D,defensemen,29,75,210,1987-06-22,Regina,CAN,Saskatchewan,28,0,2,2,-5,14,23,6
2010,CGY,Adam,Pardy,D,defensemen,7,76,227,1984-03-29,Bonavista,CAN,Newfoundland and Labrador,57,2,7,9,-3,48,26,3
2010,CGY,Robyn,Regehr,D,defensemen,28,75,222,1980-04-19,Recife,BRA,NA,81,2,15,17,2,80,30,4
2010,CGY,Cory,Sarich,D,defensemen,6,76,207,1978-08-16,Saskatoon,CAN,Saskatchewan,57,1,5,6,4,58,32,8
2010,CGY,Steve,Staios,D,defensemen,27,73,200,1973-07-28,Hamilton,CAN,Ontario,58,1,9,10,-27,75,37,7
2010,CGY,Ian,White,D,defensemen,3,70,191,1984-06-04,Steinbach,CAN,Manitoba,83,13,25,38,8,51,26,6
2011,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,73,10,15,25,4,18,22,3
2011,CGY,Lance,Bouma,C,forwards,17,74,208,1990-03-25,Provost,CAN,Alberta,16,0,1,1,-1,2,21,3
2011,CGY,Rene,Bourque,L,forwards,17,74,217,1981-12-10,Lac La Biche,CAN,Alberta,80,27,23,50,-17,42,30,12
2011,CGY,Paul,Byron,C,forwards,32,69,164,1989-04-27,Ottawa,CAN,Ontario,8,1,1,2,0,2,22,4
2011,CGY,Blake,Comeau,L,forwards,17,73,200,1986-02-18,Meadow Lake,CAN,Saskatchewan,77,24,22,46,-17,43,25,2
2011,CGY,Guillaume,Desbiens,R,forwards,26,74,210,1985-04-20,Alma,CAN,Quebec,12,0,0,0,-3,10,26,4
2011,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,79,24,19,43,6,59,29,12
2011,CGY,Niklas,Hagman,L,forwards,10,70,205,1979-12-05,Espoo,FIN,NA,71,11,16,27,-2,24,32,12
2011,CGY,Jarome,Iginla,R,forwards,12,73,210,1977-07-01,Edmonton,CAN,Alberta,82,43,43,86,0,40,34,7
2011,CGY,Raitis,Ivanans,L,forwards,41,76,231,1979-01-03,Riga,LVA,NA,1,0,0,0,-1,5,32,1
2011,CGY,Tim,Jackman,R,forwards,15,74,225,1981-11-14,Minot,USA,North Dakota,82,10,13,23,4,86,30,11
2011,CGY,Olli,Jokinen,C,forwards,13,74,210,1978-12-05,Kuopio,FIN,NA,79,17,37,54,-17,44,33,12
2011,CGY,Blair,Jones,C,forwards,19,74,216,1986-09-27,Central Butte,CAN,Saskatchewan,18,1,2,3,-2,2,25,9
2011,CGY,Tom,Kostopoulos,R,forwards,16,72,197,1979-01-24,Mississauga,CAN,Ontario,76,8,10,18,-4,74,32,1
2011,CGY,Brendan,Morrison,C,forwards,8,71,176,1975-08-15,Pitt Meadows,CAN,British Columbia,66,9,34,43,13,16,36,8
2011,CGY,Greg,Nemisz,C,forwards,48,75,197,1990-06-05,Courtice,CAN,Ontario,6,0,1,1,-1,0,21,6
2011,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,76,6,25,31,1,32,28,12
2011,CGY,Lee,Stempniak,R,forwards,22,71,195,1983-02-04,West Seneca,USA,New York,82,19,19,38,4,19,28,2
2011,CGY,Alex,Tanguay,L,forwards,40,73,194,1979-11-21,Ste-Justine,CAN,Quebec,79,22,47,69,0,24,32,11
2011,CGY,Anton,Babchuk,D,defensemen,33,77,200,1984-05-06,Kiev,UKR,NA,82,11,24,35,14,32,27,5
2011,CGY,Jay,Bouwmeester,D,defensemen,4,76,206,1983-09-27,Edmonton,CAN,Alberta,82,4,20,24,-2,44,28,9
2011,CGY,Chris,Butler,D,defensemen,44,73,196,1986-10-27,St. Louis,USA,Missouri,49,2,7,9,8,26,25,10
2011,CGY,Brett,Carson,D,defensemen,3,76,210,1985-11-29,Regina,CAN,Saskatchewan,19,0,0,0,9,4,26,11
2011,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,82,8,35,43,-8,67,28,10
2011,CGY,Scott,Hannan,D,defensemen,23,73,215,1979-01-23,Richmond,CAN,British Columbia,78,1,10,11,4,34,32,1
2011,CGY,Cory,Sarich,D,defensemen,6,76,207,1978-08-16,Saskatoon,CAN,Saskatchewan,76,4,13,17,11,75,33,8
2011,CGY,Derek,Smith,D,defensemen,27,73,197,1984-10-13,Belleville,CAN,Ontario,9,0,1,1,3,0,27,10
2011,CGY,Clay,Wilson,D,defensemen,21,72,195,1983-04-05,Sturgeon Lake,USA,Minnesota,15,3,2,5,4,6,28,4
2012,CGY,Akim,Aliu,R,forwards,29,76,225,1989-04-24,Okene,NGA,NA,2,2,1,3,3,12,23,4
2012,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,41,4,7,11,-13,16,23,3
2012,CGY,Sven,Baertschi,L,forwards,27,71,190,1992-10-05,Bern,CHE,NA,5,3,0,3,2,4,20,10
2012,CGY,Paul,Byron,C,forwards,32,69,164,1989-04-27,Ottawa,CAN,Ontario,22,3,2,5,3,2,23,4
2012,CGY,Blake,Comeau,L,forwards,17,73,200,1986-02-18,Meadow Lake,CAN,Saskatchewan,74,5,10,15,-11,30,26,2
2012,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,67,26,22,48,-13,62,30,12
2012,CGY,Roman,Horak,C,forwards,21,72,170,1991-05-21,České Budějovice,CZE,NA,61,3,8,11,3,14,21,5
2012,CGY,Jiri,Hudler,C,forwards,24,70,190,1984-01-04,Olomouc,CZE,NA,81,25,25,50,10,42,28,1
2012,CGY,Jarome,Iginla,R,forwards,12,73,210,1977-07-01,Edmonton,CAN,Alberta,82,32,35,67,-10,43,35,7
2012,CGY,Tim,Jackman,R,forwards,15,74,225,1981-11-14,Minot,USA,North Dakota,75,1,6,7,-21,94,31,11
2012,CGY,Blair,Jones,C,forwards,19,74,216,1986-09-27,Central Butte,CAN,Saskatchewan,43,3,5,8,-1,18,26,9
2012,CGY,Brian,McGrattan,R,forwards,16,76,235,1981-09-02,Hamilton,CAN,Ontario,30,0,2,2,-1,61,31,9
2012,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,61,8,10,18,-3,29,29,12
2012,CGY,Lee,Stempniak,R,forwards,22,71,195,1983-02-04,West Seneca,USA,New York,61,14,14,28,-2,16,29,2
2012,CGY,Alex,Tanguay,L,forwards,40,73,194,1979-11-21,Ste-Justine,CAN,Quebec,64,13,36,49,7,28,33,11
2012,CGY,Anton,Babchuk,D,defensemen,33,77,200,1984-05-06,Kiev,UKR,NA,32,2,8,10,2,6,28,5
2012,CGY,Jay,Bouwmeester,D,defensemen,4,76,206,1983-09-27,Edmonton,CAN,Alberta,82,5,24,29,-21,26,29,9
2012,CGY,Chris,Butler,D,defensemen,44,73,196,1986-10-27,St. Louis,USA,Missouri,68,2,13,15,-9,34,26,10
2012,CGY,Brett,Carson,D,defensemen,3,76,210,1985-11-29,Regina,CAN,Saskatchewan,2,0,0,0,-2,0,27,11
2012,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,61,9,18,27,0,75,29,10
2012,CGY,Cory,Sarich,D,defensemen,6,76,207,1978-08-16,Saskatoon,CAN,Saskatchewan,62,1,6,7,1,66,34,8
2012,CGY,Derek,Smith,D,defensemen,27,73,197,1984-10-13,Belleville,CAN,Ontario,47,2,9,11,-1,12,28,10
2012,CGY,Dennis,Wideman,D,defensemen,6,72,202,1983-03-20,Kitchener,CAN,Ontario,82,11,35,46,-8,46,29,3
2013,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,32,8,8,16,-6,29,24,3
2013,CGY,Sven,Baertschi,L,forwards,27,71,190,1992-10-05,Bern,CHE,NA,20,3,7,10,0,6,21,10
2013,CGY,Paul,Byron,C,forwards,32,69,164,1989-04-27,Ottawa,CAN,Ontario,4,0,1,1,-2,2,24,4
2013,CGY,Joe,Colborne,C,forwards,8,77,221,1990-01-30,Calgary,CAN,Alberta,5,0,0,0,-1,2,23,1
2013,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,40,15,11,26,-8,18,31,12
2013,CGY,Ben,Hanowski,R,forwards,58,74,210,1990-10-18,Little Falls,USA,Minnesota,5,1,0,1,0,0,23,10
2013,CGY,Roman,Horak,C,forwards,21,72,170,1991-05-21,České Budějovice,CZE,NA,20,2,5,7,-5,2,22,5
2013,CGY,Jiri,Hudler,C,forwards,24,70,190,1984-01-04,Olomouc,CZE,NA,42,10,17,27,-13,22,29,1
2013,CGY,Tim,Jackman,R,forwards,15,74,225,1981-11-14,Minot,USA,North Dakota,42,1,4,5,-9,76,32,11
2013,CGY,David,Jones,R,forwards,19,75,208,1984-08-10,Guelph,CAN,Ontario,33,3,6,9,-11,6,29,8
2013,CGY,Blair,Jones,C,forwards,19,74,216,1986-09-27,Central Butte,CAN,Saskatchewan,15,0,1,1,-6,10,27,9
2013,CGY,Lane,MacDermid,L,forwards,28,75,215,1989-08-25,Hartford,USA,Connecticut,9,2,0,2,1,19,24,8
2013,CGY,Brian,McGrattan,R,forwards,16,76,235,1981-09-02,Hamilton,CAN,Ontario,21,3,0,3,-4,49,32,9
2013,CGY,Max,Reinhart,C,forwards,59,73,195,1992-02-04,West Vancouver,CAN,British Columbia,11,1,2,3,-3,4,21,2
2013,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,43,5,18,23,7,26,30,12
2013,CGY,Lee,Stempniak,R,forwards,22,71,195,1983-02-04,West Seneca,USA,New York,47,9,23,32,2,12,30,2
2013,CGY,Ben,Street,C,forwards,38,72,190,1987-02-13,Coquitlam,CAN,British Columbia,6,0,1,1,-1,0,26,2
2013,CGY,Kevin,Westgarth,R,forwards,15,76,234,1984-02-07,Amherstburg,CAN,Ontario,31,2,2,4,1,45,29,2
2013,CGY,Chris,Butler,D,defensemen,44,73,196,1986-10-27,St. Louis,USA,Missouri,44,1,7,8,-10,19,27,10
2013,CGY,Mark,Cundari,D,defensemen,42,69,195,1990-04-23,Toronto,CAN,Ontario,4,1,2,3,-2,2,23,4
2013,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,47,4,11,15,-7,40,30,10
2013,CGY,Kris,Russell,D,defensemen,4,70,170,1987-05-02,Caroline,CAN,Alberta,33,1,6,7,6,9,26,5
2013,CGY,Ladislav,Smid,D,defensemen,15,76,210,1986-02-01,Frydlant,CZE,NA,48,1,3,4,-1,55,27,2
2013,CGY,Derek,Smith,D,defensemen,27,73,197,1984-10-13,Belleville,CAN,Ontario,22,0,1,1,-5,10,29,10
2013,CGY,Dennis,Wideman,D,defensemen,6,72,202,1983-03-20,Kitchener,CAN,Ontario,46,6,16,22,-9,12,30,3
2014,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,76,18,21,39,4,32,25,3
2014,CGY,Sven,Baertschi,L,forwards,27,71,190,1992-10-05,Bern,CHE,NA,26,2,9,11,-4,6,22,10
2014,CGY,Brandon,Bollig,L,forwards,52,74,220,1987-01-31,St. Charles,USA,Missouri,82,7,7,14,-1,92,27,1
2014,CGY,Lance,Bouma,C,forwards,17,74,208,1990-03-25,Provost,CAN,Alberta,78,5,10,15,-4,41,24,3
2014,CGY,Paul,Byron,C,forwards,32,69,164,1989-04-27,Ottawa,CAN,Ontario,47,7,14,21,6,27,25,4
2014,CGY,Joe,Colborne,C,forwards,8,77,221,1990-01-30,Calgary,CAN,Alberta,80,10,18,28,-17,34,24,1
2014,CGY,Johnny,Gaudreau,L,forwards,13,69,165,1993-08-13,Salem,USA,New Jersey,1,1,0,1,1,0,21,8
2014,CGY,Curtis,Glencross,L,forwards,20,73,197,1982-12-28,Kindersley,CAN,Saskatchewan,38,12,12,24,-11,12,32,12
2014,CGY,Markus,Granlund,C,forwards,60,72,180,1993-04-16,Oulu,FIN,NA,7,2,1,3,2,0,21,4
2014,CGY,Jiri,Hudler,C,forwards,24,70,190,1984-01-04,Olomouc,CZE,NA,75,17,37,54,4,16,30,1
2014,CGY,David,Jones,R,forwards,19,75,208,1984-08-10,Guelph,CAN,Ontario,48,9,8,17,1,10,30,8
2014,CGY,Corban,Knight,C,forwards,10,74,195,1990-09-10,Oliver,CAN,British Columbia,7,1,0,1,-1,0,24,9
2014,CGY,Brian,McGrattan,R,forwards,16,76,235,1981-09-02,Hamilton,CAN,Ontario,76,4,4,8,-4,100,33,9
2014,CGY,Sean,Monahan,C,forwards,23,74,196,1994-10-12,Brampton,CAN,Ontario,75,22,12,34,-20,8,20,10
2014,CGY,Mason,Raymond,L,forwards,21,73,179,1985-09-17,Cochrane,CAN,Alberta,82,19,26,45,-7,22,29,9
2014,CGY,Max,Reinhart,C,forwards,59,73,195,1992-02-04,West Vancouver,CAN,British Columbia,8,0,2,2,1,2,22,2
2014,CGY,Devin,Setoguchi,R,forwards,22,72,205,1987-01-01,Taber,CAN,Alberta,75,11,16,27,-7,22,27,1
2014,CGY,Drew,Shore,C,forwards,22,74,209,1991-01-29,Denver,USA,Colorado,24,5,2,7,-1,8,23,1
2014,CGY,Matt,Stajan,C,forwards,18,73,195,1983-12-19,Mississauga,CAN,Ontario,63,14,19,33,-13,42,31,12
2014,CGY,Raphael,Diaz,D,defensemen,33,71,197,1986-01-09,Baar,CHE,NA,63,2,13,15,-2,16,28,1
2014,CGY,Deryk,Engelland,D,defensemen,29,74,212,1982-04-03,Edmonton,CAN,Alberta,56,6,6,12,-6,58,32,4
2014,CGY,Mark,Giordano,D,defensemen,5,72,205,1983-10-03,Toronto,CAN,Ontario,64,14,33,47,12,63,31,10
2014,CGY,Corey,Potter,D,defensemen,28,75,204,1984-01-05,Lansing,USA,Michigan,19,0,5,5,-1,21,30,1
2014,CGY,Kris,Russell,D,defensemen,4,70,170,1987-05-02,Caroline,CAN,Alberta,68,7,22,29,-11,15,27,5
2014,CGY,David,Schlemko,D,defensemen,3,73,191,1987-05-07,Edmonton,CAN,Alberta,48,1,8,9,2,18,27,5
2014,CGY,Ladislav,Smid,D,defensemen,15,76,210,1986-02-01,Frydlant,CZE,NA,73,2,6,8,-10,78,28,2
2014,CGY,Dennis,Wideman,D,defensemen,6,72,202,1983-03-20,Kitchener,CAN,Ontario,46,4,17,21,-15,18,31,3
2014,CGY,Tyler,Wotherspoon,D,defensemen,26,74,207,1993-03-12,Burnaby,CAN,British Columbia,14,0,4,4,-3,4,21,3
2015,CGY,Mikael,Backlund,C,forwards,11,72,206,1989-03-17,Vasteras,SWE,NA,52,10,17,27,4,14,26,3
2015,CGY,Sam,Bennett,C,forwards,93,73,195,1996-06-20,Holland Landing,CAN,Ontario,1,0,1,1,-1,0,19,6
2015,CGY,Brandon,Bollig,L,forwards,52,74,220,1987-01-31,St. Charles,USA,Missouri,62,1,4,5,-9,88,28,1
2015,CGY,Lance,Bouma,C,forwards,17,74,208,1990-03-25,Provost,CAN,Alberta,78,16,18,34,10,54,25,3
2015,CGY,Joe,Colborne,C,forwards,8,77,221,1990-01-30,Calgary,CAN,Alberta,64,8,20,28,7,43,25,1
2015,CGY,Micheal,Ferland,L,forwards,79,73,217,1992-04-20,Swan River,CAN,Manitoba,26,2,3,5,1,16,23,4
2015,CGY,Michael,Frolik,R,forwards,67,73,186,1988-02-17,Kladno,CZE,NA,82,19,23,42,4,18,27,2
2015,CGY,Johnny,Gaudreau,L,forwards,13,69,165,1993-08-13,Salem,USA,New Jersey,80,24,40,64,11,14,22,8
2015,CGY,Markus,Granlund,C,forwards,60,72,180,1993-04-16,Oulu,FIN,NA,48,8,10,18,-4,16,22,4
2015,CGY,Freddie,Hamilton,C,forwards,25,73,195,1992-01-01,Toronto,CAN,Ontario,18,1,0,1,-2,0,23,1
2015,CGY,Jiri,Hudler,C,forwards,24,70,190,1984-01-04,Olomouc,CZE,NA,78,31,45,76,17,14,31,1
2015,CGY,David,Jones,R,forwards,19,75,208,1984-08-10,Guelph,CAN,Ontario,67,14,16,30,-3,18,31,8
